esquema,tabla,columna,origen,campo_origen,regla_aplicada_o_transformacion,archivo_origen_vigiflow,hoja_origen_vigiflow,columna_excel_vigiflow
DHI_ESAVI,TR_CAUSALIDAD_ESAVI,CLASIFICACION_DE_CAUSALIDAD_WHO_AEFI,dhis2,'DNVE ESAVI TRK - Clasificación final del caso' + 'Clasificación final del caso A' o 'B',"obtenerClasificacion(): mapa de las 8 combinaciones categoría/subcategoría → etiqueta WHO-AEFI (A1..A4, B1, B2, C, D); solo si el caso fue analizado por comité",,,
DHI_ESAVI,TR_CAUSALIDAD_ESAVI,FECHA_CAUSALIDAD_ESAVI,dhis2,'DNVE ESAVI TRK - Fecha cierre del evento',formatoFecha(),,,
DHI_ESAVI,TR_ANTECEDENTES_MEDICO,ENSAYO_CLINICO_COVID19,dhis2,'DNVE ESAVI TRK - ¿Estaba participando o participa la persona vacunada en un ensayo clínico de vacunas contra la COVID-19?',Directo (booleano ya normalizado a '1'/'0' en la extracción; null si sin marcar),,,
DHI_ESAVI,TR_ANTECEDENTES_MEDICO,COMORBILIDAD_PRINCIPAL_CIE10,dhis2,'DNVE ESAVI TRK - Especificar la comorbilidad 1',separarCodigoYDescripcion() → código CIE-10,,,
DHI_ESAVI,TR_ANTECEDENTES_MEDICO,COMORBILIDAD_PRINCIPAL,dhis2,'DNVE ESAVI TRK - Especificar la comorbilidad 1',separarCodigoYDescripcion() → descripción; la tabla solo se llena si esta descripción no está vacía,,,
DHI_ESAVI,TR_ANTECEDENTES_MEDICO,COMORBILIDAD_DOS_CIE10,dhis2,'DNVE ESAVI TRK - Especificar la comorbilidad 2',separarCodigoYDescripcion() → código,,,
DHI_ESAVI,TR_ANTECEDENTES_MEDICO,COMORBILIDAD_DOS,dhis2,'DNVE ESAVI TRK - Especificar la comorbilidad 2',separarCodigoYDescripcion() → descripción,,,
DHI_ESAVI,TR_ANTECEDENTES_MEDICO,COMORBILIDAD_TRES_CIE10,dhis2,'DNVE ESAVI TRK - Especificar la comorbilidad 3',separarCodigoYDescripcion() → código,,,
DHI_ESAVI,TR_ANTECEDENTES_MEDICO,COMORBILIDAD_TRES,dhis2,'DNVE ESAVI TRK - Especificar la comorbilidad 3',separarCodigoYDescripcion() → descripción,,,
DHI_ESAVI,TR_ANTECEDENTES_MEDICO,ANTECEDENTE_DIAGNOSTICO_COVID19,dhis2,'DNVE ESAVI TRK - ¿Tiene antecedentes de diagnóstico de infección por SARS-CoV-2 antes de la vacunación?',"Directo (3 valores posibles: SI/NO/SIN DATO, por eso no es booleano)",,,
DHI_ESAVI,TR_ANTECEDENTES_EVENTO_ADVERSO,ANTECEDENTES_ADVSIMILAR,dhis2,'DNVE ESAVI TRK - Evento adverso anterior',"obtenerValorNumerico(): 'si'→1, 'no'→0, desconocido→2",,,
DHI_ESAVI,TR_ANTECEDENTES_EVENTO_ADVERSO,ALERGIA_MEDICAMENTOS,dhis2,'DNVE ESAVI TRK - Alergia Medicamentos',esValorAfirmativo(): '1' (check marcado) → 'true'; sino 'false',,,
DHI_ESAVI,TR_ANTECEDENTES_EVENTO_ADVERSO,ALERGIA_ALIMENTOS,dhis2,'DNVE ESAVI TRK - Alergia Alimentos',esValorAfirmativo(): '1' (check marcado) → 'true'; sino 'false',,,
DHI_ESAVI,TR_ANTECEDENTES_EVENTO_ADVERSO,ALERGIA_INSECTOS,dhis2,'DNVE ESAVI TRK - Alergia Insectos',esValorAfirmativo(): '1' (check marcado) → 'true'; sino 'false',,,
DHI_ESAVI,TR_ANTECEDENTES_EVENTO_ADVERSO,ALERGIA_POLVO,dhis2,'DNVE ESAVI TRK - Alergia Polvo',esValorAfirmativo(): '1' (check marcado) → 'true'; sino 'false',,,
DHI_ESAVI,TR_ANTECEDENTES_EVENTO_ADVERSO,OTRAS_ALERGIAS,dhis2,'DNVE ESAVI TRK - Otro Alergias',Directo,,,
DHI_ESAVI,TR_ANTECEDENTES_ENFERMEDADES_PREVIAS,CODIGO_ESAVI_CIE10,dhis2,'DNVE ESAVI TRK - Antecedente patológico personal 1',separarCodigoYDescripcion() → código CIE-10,,,
DHI_ESAVI,TR_ANTECEDENTES_ENFERMEDADES_PREVIAS,DESCRIPCION_ENF_PREVIAS,dhis2,'DNVE ESAVI TRK - Antecedente patológico personal 1',separarCodigoYDescripcion() → descripción; la tabla solo se llena si la descripción no está vacía,,,
DHI_ESAVI,TR_PACIENTE_EMBARAZADA,EMBARAZADA_MOMENTO_VACUNA,dhis2,'DNVE ESAVI TRK - Semanas gestación al recibir la vacuna',"'1' si el campo tiene valor, sino '0'",,,
DHI_ESAVI,TR_PACIENTE_EMBARAZADA,EMBARAZADA_MOMENTO_ESAVI,dhis2,'DNVE ESAVI TRK - Embarazada',Directo; el registro solo se crea si este valor es afirmativo,,,
DHI_ESAVI,TR_PACIENTE_EMBARAZADA,EMBARAZADA_MOMENTO_ESAVI,vigiflow,Embarazada,Sin tildes + minúsculas + includes('si') → '1'/'0'; el registro solo se crea si es embarazada,VigiFlow_AEFILinelisting_ddmmaaaa_hhmmss.xlsx,AEFI line listing (hoja 0),J
DHI_ESAVI,TR_ANTECEDENTES_EMBARAZO,EDAD_GESTACIONAL,dhis2,'DNVE ESAVI TRK - Semanas gestación al recibir la vacuna',Number(); nulo si vacío,,,
DHI_ESAVI,TR_ANTECEDENTES_EMBARAZO,FECHA_ULTIMA_MENSTRUACION,dhis2,(derivado),Calculada: FECHA_ATENCION − (edad gestacional × 7 días),,,
DHI_ESAVI,TR_ANTECEDENTES_EMBARAZO,FECHA_PARTO,dhis2,(derivado),Calculada: FECHA_ULTIMA_MENSTRUACION + (43 semanas × 7 días); 43 definido por el personal funcional,,,
DHI_ESAVI,TR_INVESTIGACION,FECHA_INVESTIGACION,dhis2,'DNVE ESAVI TRK - Fecha en que se termina la investigación',formatoFecha(),,,
DHI_ESAVI,TR_INVESTIGACION,VACUNATORIO_CALIDAD,dhis2,'DNVE ESAVI TRK - El vacunatorio cumple con los estándares de calidad',transformarBooleanoSiNoDhis2(): conserva '1'/'0' del booleano DHIS2; null si sin marcar,,,
DHI_ESAVI,TR_INVESTIGACION,PERSONAL_CAPACITADO,dhis2,'DNVE ESAVI TRK - El personal de salud está capacitado en inmunizaciones',transformarBooleanoSiNoDhis2(): conserva '1'/'0' del booleano DHIS2; null si sin marcar,,,
DHI_ESAVI,TR_INVESTIGACION,PROBLEMA_BIOLOGICO,dhis2,'DNVE ESAVI TRK - Evidenció algún problema en el biológico',transformarBooleanoSiNoDhis2(): conserva '1'/'0' del booleano DHIS2; null si sin marcar,,,
DHI_ESAVI,TR_INVESTIGACION,BUSQUEDA_CASOS_SINTOMATOLOGIA_CON_VACUNA,dhis2,'DNVE ESAVI TRK - Se realizó búsqueda de casos con similar sintomatología y que recibió la vacuna',transformarBooleanoSiNoDhis2(): conserva '1'/'0' del booleano DHIS2; null si sin marcar,,,
DHI_ESAVI,TR_INVESTIGACION,BUSQUEDA_CASOS_SINTOMATOLOGIA_SIN_VACUNA,dhis2,'DNVE ESAVI TRK - Se realizó búsqueda de casos con similar sintomatología sin antecedente de la vacuna',transformarBooleanoSiNoDhis2(): conserva '1'/'0' del booleano DHIS2; null si sin marcar,,,
DHI_ESAVI,TR_INVESTIGACION,MUESTRA_LABORATORIO,dhis2,'DNVE ESAVI TRK - Muestra de Laboratorio',transformarBooleanoSiNoDhis2(): conserva '1'/'0' del booleano DHIS2; null si sin marcar,,,
DHI_ESAVI,TR_DATOS_ESAVI,CODIGO_ESAVI_CIE10,vigiflow,Reacción / evento (MedDRA) LLT,Mapeo en BD del CIE-10 correspondiente al LLT: se reutiliza el LLT resuelto por similitud y se toma su columna ICD10_CODE. Columna renombrada desde CODIGO_CIE10,VigiFlow_Excel_ddmmaaaa_hhmmss.xlsx,Reacciones (hoja 3),D
DHI_ESAVI,TR_DESENLACE_ESAVI,RESULTADO_EVENTO,vigiflow,Resultado + Criterio (s) de Gravedad,"Homologación a código numérico: 1=Recuperado, 2=En recuperación, 3=No recuperado, 4=Recuperado con secuelas, 5=Muerte, 0=Desconocido. Un criterio de gravedad 'Muerte' o un resultado 'Fatal' fuerzan el 5. Con varios eventos en la fila gana el de mayor severidad (5>4>3>2>1>0). Sustituye a COMENTARIO_RESULTADO y a TR_DATOS_ESAVI.RESULTADO_EVENTO",VigiFlow_Excel_ddmmaaaa_hhmmss.xlsx,Reacciones (hoja 3),"N,M"
DHI_ESAVI,TR_GRAVEDAD_ESAVI,PARTE_EVENTOS_PREOCUPACION,vigiflow,Criterio (s) de Gravedad,marcarCriterioGravedad(): '1' si el criterio contiene 'otra condición médica importante'; '0' en caso contrario,VigiFlow_Excel_ddmmaaaa_hhmmss.xlsx,Reacciones (hoja 3),M
DHI_ESAVI,TR_DATO_VACUNA,NOMBRE_DILUYENTE_VACUNA,vigiflow,Nombre del diluyente,trim(); nulo si vacío,VigiFlow_AEFILinelisting_ddmmaaaa_hhmmss.xlsx,AEFI line listing (hoja 0),Q
DHI_ESAVI,TR_DATO_VACUNA,NUMERO_LOTE_DILUYENTE,vigiflow,Número de lote del diluyente,trim(); nulo si vacío. Variable nueva,VigiFlow_AEFILinelisting_ddmmaaaa_hhmmss.xlsx,AEFI line listing (hoja 0),R
DHI_ESAVI,TR_MEDICAMENTO,SISTEMA_DE_CODIFICACION,vigiflow,(constante),Valor fijo 'WHODrug' (también es el default de la columna),VigiFlow_Excel_ddmmaaaa_hhmmss.xlsx,Medicamentos (hoja 2),
DHI_ESAVI,TR_MEDICAMENTO,NOMBRE_FORMA_FARMACEUTICA,vigiflow,Forma farmacéutica (EDQM),trim(); se consigna sin modificaciones,VigiFlow_Excel_ddmmaaaa_hhmmss.xlsx,Medicamentos (hoja 2),Z
DHI_ESAVI,TR_MEDICAMENTO,NOMBRE_VIA_ADMINISTRACION,vigiflow,Vía de administración (EDQM),trim(); se consigna sin modificaciones,VigiFlow_Excel_ddmmaaaa_hhmmss.xlsx,Medicamentos (hoja 2),AB
DHI_ESAVI,TR_INVESTIGACION,FECHA_INVESTIGACION,vigiflow,Fecha prevista de investigación,formatoFecha(). Reemplaza a TR_DESENLACE_ESAVI.FECHAINICIOINVESTIGACION,VigiFlow_AEFILinelisting_ddmmaaaa_hhmmss.xlsx,AEFI line listing (hoja 0),AL
DHI_ESAVI,TR_ESAVI_DURANTE_EMBARAZO,EDAD_GESTACIONAL,vigiflow,Edad gestacional al momento de la exposición (si es un feto),"Number(); debe estar entre 1 y 43 semanas (inclusive) — fuera de rango o no numérico se guarda null; se toma la primera fila válida por notificación",VigiFlow_Excel_ddmmaaaa_hhmmss.xlsx,Medicamentos (hoja 2),P
DHI_ESAVI,TR_ESAVI_DURANTE_EMBARAZO,FECHAULTIMAMENSTRUACIONESAVI,vigiflow,(derivado),Calculada: fecha del ESAVI (inicio de síntomas más antiguo de la fila) − (EDAD_GESTACIONAL × 7 días),VigiFlow_Excel_ddmmaaaa_hhmmss.xlsx,Reacciones (hoja 3),I
DHI_ESAVI,TR_ESAVI_DURANTE_EMBARAZO,FECHAPARTOESAVI,vigiflow,(derivado),Calculada: FECHAULTIMAMENSTRUACIONESAVI + (40 semanas × 7 días),VigiFlow_Excel_ddmmaaaa_hhmmss.xlsx,Reacciones (hoja 3),I
